id,created_at,full_name,age,nationality,social_status,no_of_children,has_second_home,timing_to_buy,primary_reason,property_type,unit_size,price_range,home_features,staff_accommodation,premium_features,exterior_colour,sport_amenities,additional_amenities,managed_rental,raw_answers,payment_plan,travel_to_destination,community_mobility
c27fb03a-b409-41f5-929e-ea54a7b09396,2026-09-10 04:56:34.074309+00,,25–34,Saudi Arabia,Single,0,No,2030 onwards,Investment,Apartment,3BR,700k–1.5M SAR,"[""Outdoor Space"",""Balconies & Terraces"",""Privacy""]",,"[""Kitchen Appliances"",""Installed Kitchen"",""Built-in Wardrobes""]","[""Sand""]","[""Padel"",""Volleyball"",""Water sports""]","[""Spa & Gym"",""Children's Club"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""]",Depends on return,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Balconies & Terraces"",""Privacy""],""property_type"":""Apartment"",""social_status"":""Single"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on return"",""no_of_children"":""0"",""primary_reason"":""Investment"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Volleyball"",""Water sports""],""premium_features"":[""Kitchen Appliances"",""Installed Kitchen"",""Built-in Wardrobes""],""community_mobility"":[""Walking"",""Cycling""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Walking"",""Cycling""]"
c36f234a-cf21-48d4-80cd-2cdd80e93a42,2026-09-09 13:13:33.873787+00,,25–34,Saudi Arabia,Single,0,Family-owned,2030 onwards,Both,Apartment,2BR,700k–1.5M SAR,"[""Sea Views"",""Outdoor Space"",""Privacy""]",,"[""Installed Kitchen"",""Built-in Wardrobes""]","[""Sand""]","[""Padel"",""Tennis"",""Basketball""]","[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Restaurants"",""Retail"",""Picnic Areas""]",Depends on fees & flexibility,"{""age"":""25–34"",""unit_size"":""2BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Outdoor Space"",""Privacy""],""property_type"":""Apartment"",""social_status"":""Single"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Padel"",""Tennis"",""Basketball""],""premium_features"":[""Installed Kitchen"",""Built-in Wardrobes""],""community_mobility"":[""Walking"",""Cycling"",""Shared Buggy / Community Shuttle""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Restaurants"",""Retail"",""Picnic Areas""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Walking"",""Cycling"",""Shared Buggy / Community Shuttle""]"
c3883eb3-0b4b-45ab-951d-dc1eba5cc33a,2026-09-09 13:52:03.550629+00,,25–34,Saudi Arabia,Single,0,No,2030 onwards,Both,Apartment,2BR,700k–1.5M SAR,"[""Outdoor Space"",""Sea Views"",""Privacy""]",,"[""Private Pool"",""Installed Kitchen""]","[""Other: White""]","[""Tennis"",""Padel"",""Football""]","[""Spa & Gym"",""Retail"",""Cafes"",""Restaurants""]",Depends on return,"{""age"":""25–34"",""unit_size"":""2BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Sea Views"",""Privacy""],""property_type"":""Apartment"",""social_status"":""Single"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on return"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Other: White""],""has_second_home"":""No"",""sport_amenities"":[""Tennis"",""Padel"",""Football""],""premium_features"":[""Private Pool"",""Installed Kitchen""],""community_mobility"":[""Personal Car"",""Shared Buggy / Community Shuttle""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Retail"",""Cafes"",""Restaurants""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Personal Car"",""Shared Buggy / Community Shuttle""]"
c39ead98-e426-4309-b4eb-503c8bded4e3,2026-09-09 13:09:53.477405+00,,35–44,Sri Lanka,Married,2,Self-owned,2028 – 2029,Both,Apartment,2BR,700k–1.5M SAR,"[""Balconies & Terraces""]",,"[""Built-in Wardrobes"",""Installed Kitchen""]","[""Sand""]","[""Padel"",""Football"",""Water sports""]","[""Spa & Gym"",""Children's Club"",""Picnic Areas"",""Beach Club"",""Restaurants"",""Cafes"",""Retail"",""Social Lounge"",""Ladies Facilities""]",Yes,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""Sri Lanka"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Balconies & Terraces""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Yes"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Padel"",""Football"",""Water sports""],""premium_features"":[""Built-in Wardrobes"",""Installed Kitchen""],""community_mobility"":[""Cycling"",""Private Buggy"",""Personal Car""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Picnic Areas"",""Beach Club"",""Restaurants"",""Cafes"",""Retail"",""Social Lounge"",""Ladies Facilities""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Cycling"",""Private Buggy"",""Personal Car""]"
c3a880db-46de-4579-9128-e337a0527df1,2026-09-10 07:17:33.287541+00,,35–44,India,Married,2,Self-owned,2028 – 2029,Both,Townhouse,3BR,1.5M–3M SAR,"[""Outdoor Space"",""Sea Views"",""Balconies & Terraces""]",A maid's room,"[""Built-in Wardrobes"",""Private Pool""]","[""Sand"",""Other: White""]","[""Water sports"",""Other: cycling track, Park, amphitheatre, kids play areas, swing parks, dog parks, vegetable garden, outdoor gym,""]","[""Spa & Gym"",""Retail"",""Children's Club"",""Picnic Areas""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""3BR"",""nationality"":""India"",""price_range"":""1.5M–3M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Sea Views"",""Balconies & Terraces""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Sand"",""Other: White""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Water sports"",""Other: cycling track, Park, amphitheatre, kids play areas, swing parks, dog parks, vegetable garden, outdoor gym,""],""premium_features"":[""Built-in Wardrobes"",""Private Pool""],""community_mobility"":[""Walking"",""Cycling""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Retail"",""Children's Club"",""Picnic Areas""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking"",""Cycling""]"
c3c587f5-d8fc-4512-8ce7-37d75c253521,2026-09-10 05:56:51.685787+00,,25–34,Saudi Arabia,Single,0,No,2030 onwards,Both,No preference,2BR,700k–1.5M SAR,"[""Privacy"",""Balconies & Terraces"",""Sea Views""]",A maid's room,"[""Installed Kitchen"",""Kitchen Appliances"",""Private Pool""]","[""Sand""]","[""Padel"",""Football"",""Water sports""]","[""Social Lounge"",""Ladies Facilities"",""Picnic Areas"",""Cafes"",""Restaurants"",""Retail""]",Depends on fees & flexibility,"{""age"":""25–34"",""unit_size"":""2BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Privacy"",""Balconies & Terraces"",""Sea Views""],""property_type"":""No preference"",""social_status"":""Single"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Football"",""Water sports""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Private Pool""],""community_mobility"":[""Walking"",""Cycling"",""Private Buggy"",""Shared Buggy / Community Shuttle"",""Personal Car""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Social Lounge"",""Ladies Facilities"",""Picnic Areas"",""Cafes"",""Restaurants"",""Retail""],""travel_to_destination"":""Air""}",3–5 years,Air,"[""Walking"",""Cycling"",""Private Buggy"",""Shared Buggy / Community Shuttle"",""Personal Car""]"
c3ea1ddd-9d01-4a19-bb99-ad7b6dbab7dc,2026-09-13 12:35:50.661728+00,,Under 25,Saudi Arabia,Single,0,No,2030 onwards,Both,Beach Villa,2BR,700k–1.5M SAR,"[""Sea Views""]",Not required,"[""Private Pool""]","[""Blue""]","[""Basketball"",""Volleyball"",""Tennis""]","[""Restaurants"",""Cafes"",""Retail"",""Social Lounge"",""Children's Club"",""Spa & Gym"",""Ladies Facilities"",""Picnic Areas"",""Beach Club""]",Depends on fees & flexibility,"{""age"":""Under 25"",""unit_size"":""2BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views""],""property_type"":""Beach Villa"",""social_status"":""Single"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Blue""],""has_second_home"":""No"",""sport_amenities"":[""Basketball"",""Volleyball"",""Tennis""],""premium_features"":[""Private Pool""],""community_mobility"":[""Cycling""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Restaurants"",""Cafes"",""Retail"",""Social Lounge"",""Children's Club"",""Spa & Gym"",""Ladies Facilities"",""Picnic Areas"",""Beach Club""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Cycling""]"
c3ea20be-a7cb-4952-96a3-da78a0c804c8,2026-09-09 13:10:52.936822+00,,35–44,Saudi Arabia,Single,1,No,2026 – 2027,Both,Apartment,2BR,700k–1.5M SAR,"[""Outdoor Space"",""Balconies & Terraces"",""Sea Views""]",,"[""Installed Kitchen"",""Built-in Wardrobes""]","[""Sage""]","[""Football"",""Water sports""]","[""Spa & Gym"",""Social Lounge"",""Ladies Facilities"",""Beach Club"",""Restaurants"",""Retail"",""Cafes"",""Picnic Areas"",""Children's Club""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""1–2 years"",""home_features"":[""Outdoor Space"",""Balconies & Terraces"",""Sea Views""],""property_type"":""Apartment"",""social_status"":""Single"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""1"",""primary_reason"":""Both"",""exterior_colour"":[""Sage""],""has_second_home"":""No"",""sport_amenities"":[""Football"",""Water sports""],""premium_features"":[""Installed Kitchen"",""Built-in Wardrobes""],""community_mobility"":[""Shared Buggy / Community Shuttle""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Social Lounge"",""Ladies Facilities"",""Beach Club"",""Restaurants"",""Retail"",""Cafes"",""Picnic Areas"",""Children's Club""],""travel_to_destination"":""Air""}",1–2 years,Air,"[""Shared Buggy / Community Shuttle""]"
c3fa81e4-45ab-4299-8926-211b2c36d286,2026-09-10 06:12:52.125627+00,,25–34,Saudi Arabia,Single,0,No,2026 – 2027,Both,Beach Villa,5BR+,700k–1.5M SAR,"[""Sea Views""]",Not required,"[""Private Pool"",""Built-in Wardrobes""]","[""Rose""]","[""Water sports"",""Padel"",""Tennis""]","[""Spa & Gym"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Social Lounge"",""Picnic Areas"",""Retail"",""Beach Club"",""Children's Club""]",Depends on fees & flexibility,"{""age"":""25–34"",""unit_size"":""5BR+"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views""],""property_type"":""Beach Villa"",""social_status"":""Single"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Rose""],""has_second_home"":""No"",""sport_amenities"":[""Water sports"",""Padel"",""Tennis""],""premium_features"":[""Private Pool"",""Built-in Wardrobes""],""community_mobility"":[""Walking"",""Personal Car""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Social Lounge"",""Picnic Areas"",""Retail"",""Beach Club"",""Children's Club""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Walking"",""Personal Car""]"
c49472a8-417d-4e28-9605-b4d3b7e8e4d4,2026-09-09 14:21:53.322642+00,,35–44,United Kingdom,Married,2,Self-owned,2028 – 2029,Investment,Apartment,1BR,700k–1.5M SAR,"[""Balconies & Terraces""]",,"[""Private Pool"",""Built-in Wardrobes""]","[""Sand""]","[""Water sports"",""Football"",""Other: yoga""]","[""Children's Club"",""Beach Club""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""1BR"",""nationality"":""United Kingdom"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Balconies & Terraces""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Investment"",""exterior_colour"":[""Sand""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Water sports"",""Football"",""Other: yoga""],""premium_features"":[""Private Pool"",""Built-in Wardrobes""],""community_mobility"":[""Walking"",""Cycling""],""staff_accommodation"":null,""additional_amenities"":[""Children's Club"",""Beach Club""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Walking"",""Cycling""]"
c54a2a9c-9056-4ca4-9462-276989b35d49,2026-09-09 13:43:18.433699+00,,25–34,Saudi Arabia,Married,2,No,2030 onwards,Both,Villa,2BR,700k–1.5M SAR,"[""Privacy""]",Both,"[""Installed Kitchen""]","[""Other: Whiet""]","[""Football""]","[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Picnic Areas"",""Ladies Facilities"",""Beach Club"",""Retail"",""Cafes"",""Restaurants""]",Depends on fees & flexibility,"{""age"":""25–34"",""unit_size"":""2BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Privacy""],""property_type"":""Villa"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Other: Whiet""],""has_second_home"":""No"",""sport_amenities"":[""Football""],""premium_features"":[""Installed Kitchen""],""community_mobility"":[""Personal Car""],""staff_accommodation"":""Both"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Picnic Areas"",""Ladies Facilities"",""Beach Club"",""Retail"",""Cafes"",""Restaurants""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Personal Car""]"
c58df2f5-9aef-4b13-b2e5-a41e6ba26c30,2026-09-09 13:08:04.830733+00,,35–44,Lebanon,Married,2,Family-owned,2028 – 2029,Investment,Townhouse,3BR,700k–1.5M SAR,"[""Outdoor Space"",""Sea Views"",""Balconies & Terraces""]",A maid's room,"[""Installed Kitchen"",""Built-in Wardrobes"",""Kitchen Appliances""]","[""Sand""]","[""Other: gym"",""Water sports""]","[""Spa & Gym"",""Children's Club"",""Beach Club"",""Restaurants"",""Cafes"",""Retail"",""Picnic Areas""]",Depends on return,"{""age"":""35–44"",""unit_size"":""3BR"",""nationality"":""Lebanon"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Sea Views"",""Balconies & Terraces""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on return"",""no_of_children"":""2"",""primary_reason"":""Investment"",""exterior_colour"":[""Sand""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Other: gym"",""Water sports""],""premium_features"":[""Installed Kitchen"",""Built-in Wardrobes"",""Kitchen Appliances""],""community_mobility"":[""Walking""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Beach Club"",""Restaurants"",""Cafes"",""Retail"",""Picnic Areas""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Walking""]"
c5e4e5e4-4f30-4be5-a6cf-7a72d8fd8e98,2026-09-09 13:18:19.719011+00,,25–34,Saudi Arabia,Single,0,Family-owned,2028 – 2029,Both,Apartment,Studio,700k–1.5M SAR,"[""Outdoor Space""]",,"[""Private Pool""]","[""Blue""]","[""Football""]","[""Spa & Gym""]",Yes,"{""age"":""25–34"",""unit_size"":""Studio"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""1–2 years"",""home_features"":[""Outdoor Space""],""property_type"":""Apartment"",""social_status"":""Single"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Yes"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Blue""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Football""],""premium_features"":[""Private Pool""],""community_mobility"":[""Private Buggy""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym""],""travel_to_destination"":""Car""}",1–2 years,Car,"[""Private Buggy""]"
c743efa2-65a0-4492-a5cf-c4fa811d266e,2026-09-13 08:14:07.397448+00,,45–54,United Kingdom,Married,1,No,2030 onwards,Both,Beach Villa,3BR,1.5M–3M SAR,"[""Sea Views"",""Outdoor Space"",""Privacy""]",Not required,"[""Installed Kitchen"",""Built-in Wardrobes"",""Private Pool""]","[""Sand""]","[""Water sports""]","[""Spa & Gym"",""Restaurants"",""Cafes"",""Retail"",""Beach Club""]",Depends on fees & flexibility,"{""age"":""45–54"",""unit_size"":""3BR"",""nationality"":""United Kingdom"",""price_range"":""1.5M–3M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Outdoor Space"",""Privacy""],""property_type"":""Beach Villa"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""1"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Water sports""],""premium_features"":[""Installed Kitchen"",""Built-in Wardrobes"",""Private Pool""],""community_mobility"":[""Walking""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Restaurants"",""Cafes"",""Retail"",""Beach Club""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Walking""]"
c7a401b9-ea50-4c69-93f9-742f23a2734e,2026-09-09 14:21:53.877015+00,,25–34,Saudi Arabia,Single,0,No,2030 onwards,Investment,Townhouse,3BR,1.5M–3M SAR,"[""Outdoor Space"",""Balconies & Terraces"",""Sea Views""]",A maid's room,"[""Private Pool""]","[""Sage""]","[""Padel"",""Tennis"",""Volleyball""]","[""Spa & Gym"",""Social Lounge""]",Depends on fees & flexibility,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""1.5M–3M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Balconies & Terraces"",""Sea Views""],""property_type"":""Townhouse"",""social_status"":""Single"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""0"",""primary_reason"":""Investment"",""exterior_colour"":[""Sage""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Tennis"",""Volleyball""],""premium_features"":[""Private Pool""],""community_mobility"":[""Walking"",""Cycling""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Social Lounge""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking"",""Cycling""]"
c7ab76eb-d42d-42ed-9fc7-50e0836185d0,2026-09-09 13:07:06.854652+00,,25–34,Saudi Arabia,Married,1,No,2030 onwards,Both,Beach Villa,3BR,700k–1.5M SAR,"[""Sea Views""]",A maid's room,"[""Installed Kitchen""]","[""Sand""]","[""Padel"",""Water sports"",""Tennis""]","[""Spa & Gym"",""Children's Club"",""Restaurants"",""Cafes""]",Depends on fees & flexibility,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views""],""property_type"":""Beach Villa"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""1"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Water sports"",""Tennis""],""premium_features"":[""Installed Kitchen""],""community_mobility"":[""Walking""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Restaurants"",""Cafes""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking""]"
c823f636-4ed7-4b59-a580-4498d35cf67c,2026-09-09 14:26:44.360532+00,,35–44,Sri Lanka,Married,1,Self-owned,2026 – 2027,Investment,No preference,1BR,700k–1.5M SAR,"[""Sea Views"",""Balconies & Terraces"",""Privacy""]",A maid's room,"[""Installed Kitchen"",""Built-in Wardrobes""]","[""Sand""]","[""Tennis"",""Padel""]","[""Spa & Gym"",""Social Lounge"",""Restaurants"",""Cafes""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""1BR"",""nationality"":""Sri Lanka"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Sea Views"",""Balconies & Terraces"",""Privacy""],""property_type"":""No preference"",""social_status"":""Married"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""1"",""primary_reason"":""Investment"",""exterior_colour"":[""Sand""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Tennis"",""Padel""],""premium_features"":[""Installed Kitchen"",""Built-in Wardrobes""],""community_mobility"":[""Cycling"",""Walking"",""Personal Car"",""Private Buggy""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Social Lounge"",""Restaurants"",""Cafes""],""travel_to_destination"":""Car""}",3–5 years,Car,"[""Cycling"",""Walking"",""Personal Car"",""Private Buggy""]"
c852141c-addd-4652-bcb4-a84dd90f5ba5,2026-09-10 06:14:37.830558+00,,25–34,Saudi Arabia,Single,0,Family-owned,2028 – 2029,Both,Villa,3BR,700k–1.5M SAR,"[""Outdoor Space"",""Sea Views"",""Privacy""]",A maid's room,"[""Built-in Wardrobes"",""Installed Kitchen"",""Private Pool"",""Kitchen Appliances""]","[""Sand""]","[""Padel"",""Football"",""Volleyball""]","[""Spa & Gym"",""Social Lounge"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""]",Depends on return,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Sea Views"",""Privacy""],""property_type"":""Villa"",""social_status"":""Single"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on return"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Padel"",""Football"",""Volleyball""],""premium_features"":[""Built-in Wardrobes"",""Installed Kitchen"",""Private Pool"",""Kitchen Appliances""],""community_mobility"":[""Walking"",""Cycling"",""Private Buggy""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Social Lounge"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking"",""Cycling"",""Private Buggy""]"
c88ab9f9-f3f0-42b6-b659-f57cc54bf763,2026-09-09 13:18:48.660557+00,,35–44,Saudi Arabia,Married,2,No,2030 onwards,Both,Townhouse,2BR,700k–1.5M SAR,"[""Sea Views"",""Privacy"",""Park Views""]",A maid's room,"[""Installed Kitchen"",""Built-in Wardrobes"",""Kitchen Appliances""]","[""Sage"",""Blue""]","[""Tennis"",""Padel"",""Football""]","[""Children's Club"",""Restaurants"",""Ladies Facilities"",""Retail"",""Cafes"",""Spa & Gym""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Privacy"",""Park Views""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Sage"",""Blue""],""has_second_home"":""No"",""sport_amenities"":[""Tennis"",""Padel"",""Football""],""premium_features"":[""Installed Kitchen"",""Built-in Wardrobes"",""Kitchen Appliances""],""community_mobility"":[""Walking"",""Cycling"",""Shared Buggy / Community Shuttle""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Children's Club"",""Restaurants"",""Ladies Facilities"",""Retail"",""Cafes"",""Spa & Gym""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking"",""Cycling"",""Shared Buggy / Community Shuttle""]"
c973717c-6bd5-4337-84fa-37fd756d9874,2026-09-09 13:33:17.030783+00,,25–34,Saudi Arabia,Single,0,Family-owned,2028 – 2029,Both,No preference,2BR,700k–1.5M SAR,"[""Sea Views"",""Outdoor Space""]",Not required,"[""Kitchen Appliances""]","[""Sand"",""Other: white""]","[""Water sports""]","[""Spa & Gym"",""Picnic Areas"",""Cafes"",""Restaurants"",""Beach Club"",""Retail"",""Social Lounge""]",Depends on return,"{""age"":""25–34"",""unit_size"":""2BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Outdoor Space""],""property_type"":""No preference"",""social_status"":""Single"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on return"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Sand"",""Other: white""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Water sports""],""premium_features"":[""Kitchen Appliances""],""community_mobility"":[""Walking""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Picnic Areas"",""Cafes"",""Restaurants"",""Beach Club"",""Retail"",""Social Lounge""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking""]"
