id,created_at,full_name,age,nationality,social_status,no_of_children,has_second_home,timing_to_buy,primary_reason,property_type,unit_size,price_range,home_features,staff_accommodation,premium_features,exterior_colour,sport_amenities,additional_amenities,managed_rental,raw_answers,payment_plan,travel_to_destination,community_mobility
00439be1-187b-4596-be41-492607a45d32,2026-09-09 14:06:57.317443+00,,25–34,Saudi Arabia,Married,2,No,2026 – 2027,Investment,Apartment,3BR,700k–1.5M SAR,"[""Sea Views"",""Privacy"",""Outdoor Space""]",,"[""Installed Kitchen""]","[""Sand""]","[""Water sports"",""Football"",""Padel""]","[""Spa & Gym"",""Children's Club"",""Retail"",""Cafes""]",Depends on fees & flexibility,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Privacy"",""Outdoor Space""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Investment"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Water sports"",""Football"",""Padel""],""premium_features"":[""Installed Kitchen""],""community_mobility"":[""Walking""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Retail"",""Cafes""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking""]"
010231c6-e035-4464-ab5b-8d3e2a994b69,2026-09-10 05:47:56.528355+00,,35–44,Saudi Arabia,Married,2,Self-owned,2030 onwards,Both,No preference,3BR,1.5M–3M SAR,"[""Outdoor Space"",""Privacy"",""Sea Views""]",Not required,"[""Private Pool""]","[""Rose""]","[""Water sports""]","[""Children's Club"",""Ladies Facilities"",""Picnic Areas"",""Restaurants"",""Cafes"",""Retail""]",Depends on return,"{""age"":""35–44"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""1.5M–3M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Privacy"",""Sea Views""],""property_type"":""No preference"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on return"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Rose""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Water sports""],""premium_features"":[""Private Pool""],""community_mobility"":[""Cycling"",""Private Buggy""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Children's Club"",""Ladies Facilities"",""Picnic Areas"",""Restaurants"",""Cafes"",""Retail""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Cycling"",""Private Buggy""]"
01636cfe-7459-4982-a604-3c93203a90a9,2026-09-10 06:46:48.483862+00,,25–34,Saudi Arabia,Single,0,No,2028 – 2029,Both,Apartment,1BR,700k–1.5M SAR,"[""Sea Views"",""Park Views"",""Privacy""]",,"[""Private Pool""]","[""Sand""]","[""Padel"",""Water sports"",""Other: Cycling""]","[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Retail"",""Picnic Areas""]",Depends on return,"{""age"":""25–34"",""unit_size"":""1BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Park Views"",""Privacy""],""property_type"":""Apartment"",""social_status"":""Single"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on return"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Water sports"",""Other: Cycling""],""premium_features"":[""Private Pool""],""community_mobility"":[""Cycling"",""Shared Buggy / Community Shuttle"",""Walking""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Retail"",""Picnic Areas""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Cycling"",""Shared Buggy / Community Shuttle"",""Walking""]"
0168d7b1-f030-4f18-b7d3-95420e352ab0,2026-09-10 07:31:39.42852+00,,25–34,Saudi Arabia,Married,1,No,2030 onwards,Both,Townhouse,3BR,700k–1.5M SAR,"[""Balconies & Terraces"",""Sea Views"",""Privacy""]",A maid's room,"[""Private Pool"",""Installed Kitchen""]","[""Other: Green"",""Blue"",""Sage""]","[""Football"",""Tennis"",""Padel""]","[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""]",Depends on fees & flexibility,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Balconies & Terraces"",""Sea Views"",""Privacy""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""1"",""primary_reason"":""Both"",""exterior_colour"":[""Other: Green"",""Blue"",""Sage""],""has_second_home"":""No"",""sport_amenities"":[""Football"",""Tennis"",""Padel""],""premium_features"":[""Private Pool"",""Installed Kitchen""],""community_mobility"":[""Private Buggy""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Private Buggy""]"
01c685ca-6e9a-4718-882b-81e1c06bbb13,2026-09-09 14:06:19.739178+00,,25–34,Saudi Arabia,Married,1,No,2028 – 2029,Both,No preference,3BR,700k–1.5M SAR,"[""Sea Views"",""Outdoor Space"",""Balconies & Terraces""]",A maid's room,"[""Installed Kitchen""]","[""Blue"",""Sage"",""Sand"",""Rose""]","[""Football""]","[""Children's Club"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Retail"",""Spa & Gym""]",No,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Outdoor Space"",""Balconies & Terraces""],""property_type"":""No preference"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""No"",""no_of_children"":""1"",""primary_reason"":""Both"",""exterior_colour"":[""Blue"",""Sage"",""Sand"",""Rose""],""has_second_home"":""No"",""sport_amenities"":[""Football""],""premium_features"":[""Installed Kitchen""],""community_mobility"":[""Private Buggy"",""Cycling""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Children's Club"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Retail"",""Spa & Gym""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Private Buggy"",""Cycling""]"
02bfd533-a842-4fef-9c78-37fb3b75e5e9,2026-09-13 08:52:50.740893+00,,25–34,Lebanon,Married,2,No,2028 – 2029,Both,Beach Villa,3BR,700k–1.5M SAR,"[""Sea Views"",""Balconies & Terraces"",""Outdoor Space""]",A maid's room,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""]","[""Sage""]","[""Football"",""Padel"",""Volleyball""]","[""Spa & Gym"",""Children's Club"",""Beach Club"",""Cafes"",""Restaurants"",""Retail"",""Social Lounge""]",Depends on fees & flexibility,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Lebanon"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Balconies & Terraces"",""Outdoor Space""],""property_type"":""Beach Villa"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Sage""],""has_second_home"":""No"",""sport_amenities"":[""Football"",""Padel"",""Volleyball""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""],""community_mobility"":[""Walking"",""Private Buggy""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Beach Club"",""Cafes"",""Restaurants"",""Retail"",""Social Lounge""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking"",""Private Buggy""]"
02c1a629-5cf5-4a5a-b2a0-af7c0c41e595,2026-09-09 13:23:43.669263+00,,35–44,Saudi Arabia,Single,0,Family-owned,2030 onwards,Both,Villa,4BR,700k–1.5M SAR,"[""Park Views"",""Balconies & Terraces"",""Sea Views""]",Both,"[""Installed Kitchen"",""Private Pool"",""Kitchen Appliances""]","[""Sage""]","[""Tennis"",""Football"",""Water sports""]","[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Beach Club"",""Picnic Areas"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Retail""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""4BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Park Views"",""Balconies & Terraces"",""Sea Views""],""property_type"":""Villa"",""social_status"":""Single"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Sage""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Tennis"",""Football"",""Water sports""],""premium_features"":[""Installed Kitchen"",""Private Pool"",""Kitchen Appliances""],""community_mobility"":[""Walking"",""Private Buggy""],""staff_accommodation"":""Both"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Beach Club"",""Picnic Areas"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Retail""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Walking"",""Private Buggy""]"
02eb844f-96cd-4e4e-b53e-42cc8b9a513a,2026-09-09 13:10:19.29909+00,,25–34,Saudi Arabia,Married,2,No,2030 onwards,Both,Villa,3BR,700k–1.5M SAR,"[""Outdoor Space""]",Both,"[""Installed Kitchen""]","[""Sand""]","[""Padel""]","[""Children's Club""]",Depends on return,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space""],""property_type"":""Villa"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on return"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Padel""],""premium_features"":[""Installed Kitchen""],""community_mobility"":[""Walking""],""staff_accommodation"":""Both"",""additional_amenities"":[""Children's Club""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking""]"
034b1ea9-ab2d-42b8-9514-8e53594e45b0,2026-09-10 05:17:07.421078+00,,35–44,Saudi Arabia,Married,1,No,2030 onwards,Both,Townhouse,2BR,700k–1.5M SAR,"[""Outdoor Space""]",Not required,"[""Built-in Wardrobes"",""Installed Kitchen""]","[""Sand""]","[""Padel"",""Basketball"",""Water sports""]","[""Children's Club"",""Spa & Gym"",""Social Lounge"",""Picnic Areas"",""Beach Club"",""Restaurants""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Outdoor Space""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""1"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Basketball"",""Water sports""],""premium_features"":[""Built-in Wardrobes"",""Installed Kitchen""],""community_mobility"":[""Walking"",""Cycling"",""Shared Buggy / Community Shuttle""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Children's Club"",""Spa & Gym"",""Social Lounge"",""Picnic Areas"",""Beach Club"",""Restaurants""],""travel_to_destination"":""Air""}",3–5 years,Air,"[""Walking"",""Cycling"",""Shared Buggy / Community Shuttle""]"
042a67fb-29ff-43f1-bfa4-b1d8a0290fdc,2026-09-09 13:08:39.939206+00,,25–34,Pakistan,Single,0,No,2026 – 2027,Both,Villa,2BR,700k–1.5M SAR,"[""Sea Views"",""Privacy"",""Balconies & Terraces""]",Not required,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes"",""Private Pool""]","[""Blue"",""Sand""]","[""Water sports"",""Tennis""]","[""Spa & Gym"",""Restaurants"",""Children's Club"",""Beach Club""]",Yes,"{""age"":""25–34"",""unit_size"":""2BR"",""nationality"":""Pakistan"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Privacy"",""Balconies & Terraces""],""property_type"":""Villa"",""social_status"":""Single"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Yes"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Blue"",""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Water sports"",""Tennis""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes"",""Private Pool""],""community_mobility"":[""Walking"",""Cycling""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Restaurants"",""Children's Club"",""Beach Club""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Walking"",""Cycling""]"
05749306-efa2-491d-aeed-f579952198e3,2026-09-09 14:21:42.695469+00,,Under 25,Saudi Arabia,Single,0,Family-owned,2026 – 2027,Both,Beach Villa,4BR,700k–1.5M SAR,"[""Privacy"",""Sea Views"",""Outdoor Space""]",Not required,"[""Installed Kitchen""]","[""Sand""]","[""Padel"",""Water sports"",""Tennis""]","[""Spa & Gym"",""Ladies Facilities"",""Cafes"",""Restaurants"",""Retail""]",Depends on return,"{""age"":""Under 25"",""unit_size"":""4BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""Upfront cash in full"",""home_features"":[""Privacy"",""Sea Views"",""Outdoor Space""],""property_type"":""Beach Villa"",""social_status"":""Single"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Depends on return"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Padel"",""Water sports"",""Tennis""],""premium_features"":[""Installed Kitchen""],""community_mobility"":[""Private Buggy"",""Personal Car""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Ladies Facilities"",""Cafes"",""Restaurants"",""Retail""],""travel_to_destination"":""Air""}",Upfront cash in full,Air,"[""Private Buggy"",""Personal Car""]"
06466706-ae27-4aa2-bcb3-1b0627075770,2026-09-09 13:10:54.733141+00,,35–44,Saudi Arabia,Single,2,No,2028 – 2029,Family holidays,No preference,2BR,700k–1.5M SAR,"[""Outdoor Space"",""Sea Views"",""Privacy""]",Both,"[""Installed Kitchen"",""Kitchen Appliances""]","[""Sand""]","[""Tennis"",""Football"",""Water sports""]","[""Beach Club"",""Picnic Areas"",""Spa & Gym"",""Restaurants"",""Cafes"",""Retail""]",Depends on return,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Sea Views"",""Privacy""],""property_type"":""No preference"",""social_status"":""Single"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on return"",""no_of_children"":""2"",""primary_reason"":""Family holidays"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Tennis"",""Football"",""Water sports""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances""],""community_mobility"":[""Private Buggy"",""Cycling"",""Walking""],""staff_accommodation"":""Both"",""additional_amenities"":[""Beach Club"",""Picnic Areas"",""Spa & Gym"",""Restaurants"",""Cafes"",""Retail""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Private Buggy"",""Cycling"",""Walking""]"
0810cf46-62fd-489b-9735-f54cd8e0c8ce,2026-09-09 21:19:23.374206+00,,45–54,India,Married,3,Self-owned,2026 – 2027,Investment,Apartment,3BR,700k–1.5M SAR,"[""Sea Views"",""Balconies & Terraces"",""Outdoor Space""]",,"[""Installed Kitchen"",""Built-in Wardrobes"",""Private Pool""]","[""Sand""]","[""Padel"",""Basketball"",""Water sports""]","[""Spa & Gym"",""Ladies Facilities"",""Children's Club""]",Depends on fees & flexibility,"{""age"":""45–54"",""unit_size"":""3BR"",""nationality"":""India"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""Upfront cash in full"",""home_features"":[""Sea Views"",""Balconies & Terraces"",""Outdoor Space""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""3"",""primary_reason"":""Investment"",""exterior_colour"":[""Sand""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Padel"",""Basketball"",""Water sports""],""premium_features"":[""Installed Kitchen"",""Built-in Wardrobes"",""Private Pool""],""community_mobility"":[""Cycling""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Ladies Facilities"",""Children's Club""],""travel_to_destination"":""Car""}",Upfront cash in full,Car,"[""Cycling""]"
082380ef-bfea-42e1-913a-81834be7d3df,2026-09-09 13:13:18.485587+00,,35–44,Tunisia,Married,0,Self-owned,2026 – 2027,Investment,Apartment,1BR,700k–1.5M SAR,"[""Balconies & Terraces"",""Sea Views"",""Outdoor Space""]",,"[""Installed Kitchen"",""Kitchen Appliances"",""Private Pool""]","[""Other: dark brown and off white""]","[""Padel"",""Football"",""Basketball""]","[""Spa & Gym"",""Ladies Facilities"",""Cafes"",""Restaurants"",""Retail""]",Depends on return,"{""age"":""35–44"",""unit_size"":""1BR"",""nationality"":""Tunisia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Balconies & Terraces"",""Sea Views"",""Outdoor Space""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Depends on return"",""no_of_children"":""0"",""primary_reason"":""Investment"",""exterior_colour"":[""Other: dark brown and off white""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Padel"",""Football"",""Basketball""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Private Pool""],""community_mobility"":[""Personal Car""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Ladies Facilities"",""Cafes"",""Restaurants"",""Retail""],""travel_to_destination"":""Air""}",3–5 years,Air,"[""Personal Car""]"
085495f9-1dd2-4cd6-a2e1-ee6bad86e948,2026-09-09 17:40:22.186133+00,,25–34,Saudi Arabia,Married,0,No,2030 onwards,Both,Townhouse,3BR,700k–1.5M SAR,"[""Sea Views"",""Outdoor Space"",""Balconies & Terraces""]",Not required,"[""Built-in Wardrobes"",""Kitchen Appliances"",""Private Pool""]","[""Sand"",""Blue"",""Rose"",""Sage""]","[""Padel"",""Football"",""Tennis""]","[""Spa & Gym"",""Children's Club"",""Picnic Areas"",""Cafes""]",Yes,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Outdoor Space"",""Balconies & Terraces""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Yes"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Sand"",""Blue"",""Rose"",""Sage""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Football"",""Tennis""],""premium_features"":[""Built-in Wardrobes"",""Kitchen Appliances"",""Private Pool""],""community_mobility"":[""Private Buggy"",""Shared Buggy / Community Shuttle"",""Personal Car"",""Walking""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Picnic Areas"",""Cafes""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Private Buggy"",""Shared Buggy / Community Shuttle"",""Personal Car"",""Walking""]"
086b92c8-db1a-402c-bdfa-9d7e8c67ecee,2026-09-09 13:32:46.312154+00,,35–44,India,Married,2,Self-owned,2030 onwards,Both,Apartment,2BR,700k–1.5M SAR,"[""Balconies & Terraces"",""Other: low maintenance and support in rental or holiday home""]",,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes"",""Other: Maid on a call service""]","[""Other: typical desert colour""]","[""Other: Sports indoor facilities""]","[""Ladies Facilities"",""Retail"",""Children's Club"",""Spa & Gym"",""Picnic Areas""]",Depends on return,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""India"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Balconies & Terraces"",""Other: low maintenance and support in rental or holiday home""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on return"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Other: typical desert colour""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Other: Sports indoor facilities""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes"",""Other: Maid on a call service""],""community_mobility"":[""Shared Buggy / Community Shuttle"",""Walking""],""staff_accommodation"":null,""additional_amenities"":[""Ladies Facilities"",""Retail"",""Children's Club"",""Spa & Gym"",""Picnic Areas""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Shared Buggy / Community Shuttle"",""Walking""]"
0899f2db-1ac3-4196-a914-2b6bbc4cbeeb,2026-09-09 13:30:51.643065+00,,45–54,Lebanon,Married,2,No,2030 onwards,Both,Townhouse,2BR,1.5M–3M SAR,"[""Outdoor Space"",""Sea Views""]",Not required,"[""Installed Kitchen""]","[""Other: white with sand or grey shades""]","[""Padel"",""Other: cycling /jogging routes""]","[""Beach Club"",""Social Lounge"",""Retail"",""Cafes""]",Depends on return,"{""age"":""45–54"",""unit_size"":""2BR"",""nationality"":""Lebanon"",""price_range"":""1.5M–3M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Sea Views""],""property_type"":""Townhouse"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on return"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Other: white with sand or grey shades""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Other: cycling /jogging routes""],""premium_features"":[""Installed Kitchen""],""community_mobility"":[""Cycling""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Beach Club"",""Social Lounge"",""Retail"",""Cafes""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Cycling""]"
09a3c26f-da34-469c-945f-a7670fc699aa,2026-09-13 12:14:40.801971+00,,35–44,Saudi Arabia,Married,2,No,2028 – 2029,Both,Apartment,2BR,700k–1.5M SAR,"[""Outdoor Space"",""Sea Views"",""Park Views""]",,"[""Kitchen Appliances"",""Built-in Wardrobes"",""Private Pool""]","[""Sand""]","[""Football"",""Water sports""]","[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Picnic Areas"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Sea Views"",""Park Views""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Football"",""Water sports""],""premium_features"":[""Kitchen Appliances"",""Built-in Wardrobes"",""Private Pool""],""community_mobility"":[""Walking"",""Shared Buggy / Community Shuttle"",""Cycling""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Picnic Areas"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking"",""Shared Buggy / Community Shuttle"",""Cycling""]"
09d61596-3be2-4483-9dc8-3475ce237085,2026-09-09 13:15:04.523696+00,,25–34,Saudi Arabia,Single,0,Family-owned,2028 – 2029,Both,Townhouse,3BR,700k–1.5M SAR,"[""Privacy"",""Sea Views""]",Not required,"[""Private Pool""]","[""Sage"",""Blue"",""Rose""]","[""Water sports"",""Padel"",""Football""]","[""Beach Club"",""Picnic Areas"",""Retail"",""Restaurants"",""Ladies Facilities"",""Children's Club"",""Cafes""]",Depends on fees & flexibility,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Privacy"",""Sea Views""],""property_type"":""Townhouse"",""social_status"":""Single"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Sage"",""Blue"",""Rose""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Water sports"",""Padel"",""Football""],""premium_features"":[""Private Pool""],""community_mobility"":[""Walking"",""Cycling"",""Shared Buggy / Community Shuttle""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Beach Club"",""Picnic Areas"",""Retail"",""Restaurants"",""Ladies Facilities"",""Children's Club"",""Cafes""],""travel_to_destination"":""Car""}",3–5 years,Car,"[""Walking"",""Cycling"",""Shared Buggy / Community Shuttle""]"
0a1f2c4a-0830-4d01-aa0c-fa61091dd1ce,2026-09-10 05:43:53.066557+00,,25–34,Saudi Arabia,Single,0,Family-owned,2026 – 2027,Investment,No preference,2BR,700k–1.5M SAR,"[""Sea Views""]",Not required,"[""Built-in Wardrobes"",""Private Pool""]","[""Blue""]","[""Football"",""Volleyball"",""Padel""]","[""Spa & Gym"",""Cafes"",""Restaurants"",""Children's Club""]",Depends on return,"{""age"":""25–34"",""unit_size"":""2BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Sea Views""],""property_type"":""No preference"",""social_status"":""Single"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Depends on return"",""no_of_children"":""0"",""primary_reason"":""Investment"",""exterior_colour"":[""Blue""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Football"",""Volleyball"",""Padel""],""premium_features"":[""Built-in Wardrobes"",""Private Pool""],""community_mobility"":[""Cycling""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Cafes"",""Restaurants"",""Children's Club""],""travel_to_destination"":""Air""}",3–5 years,Air,"[""Cycling""]"
